n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
11.048,10.1,6985,13.57,1991,120,1.138,1.145
11.048,10.1,6985,13.57,1991,120,1.138,1.145
5.469,16.8,21273,22.03,1979,130,1.038,1.145
5.469,16.8,21273,22.03,1979,130,1.038,1.145
5.012,12.8,4018,14.7,1996,140,1.143,1.143
5.042,12.8,4018,14.53,1996,140,1.143,1.143
10.941,10.1,6729,13.33,1975,120,1.125,1.142
10.941,10.1,6729,13.33,1975,120,1.125,1.142
11.378,10.1,6945,12.72,1980,140,1.141,1.141
11.378,10.1,6945,12.72,1980,140,1.141,1.141
8.179,11.17,6365,15.08,1935,120,1.14,1.14
8.516,11.17,6365,13.91,1935,120,1.14,1.14
17.638,8.7,10426,14.434,1948,200,0.85,1.14
17.638,8.7,10426,14.434,1948,200,0.85,1.14
17.638,8.7,10426,14.434,1948,200,0.85,1.14
17.638,8.7,10426,14.434,1948,200,0.85,1.14
34.008,2.7,349,14.01,1973,160,1.79,1.14
35.8,3.5,714,9.16,1921,160,1.14,1.14
3.87,21.17,24960,20.47,2002,100,1.14,1.14
12.707,5.5,394,6.58,1972,100,1.02,1.14
35.8,3.5,714,9.16,1921,160,1.14,1.14
2.897,20.64,10556,17.1,1999,110,1.42,1.14
2.814,20.64,11190,19.21,1999,110,1.42,1.14
3.767,21.47,25197,20.62,2002,100,1.14,1.14
4.275,14.75,5074,14.47,2010,130,1.14,1.14
4.732,15.79,9228,16.36,1979,160,1.07,1.14
4.747,15.79,9096,16.02,1979,160,1.07,1.14
4.275,14.75,5074,14.47,2010,130,1.14,1.14
9.623,9.4,3455,11.79,1903,120,1.11,1.14
37.518,2.6,268,10.28,1957,110,1.139,1.139
8.328,14.1,13000,11.7,1967,100,1.137,1.137
11.924,8.9,5098,14.1,1908,110,1.136,1.136
11.924,8.9,5098,14.1,1908,110,1.136,1.136
14.764,10.1,6775,7.37,1984,100,1.131,1.135
25.068,4.5,683,6.54,1928,140,1.135,1.135
5.574,13.55,8133,19.16,1993,200,1.208,1.133
5.574,13.55,8133,19.16,1993,200,1.208,1.133
29.548,4.4,1496,11.28,1920,140,1.133,1.133
29.83,4.4,1549,11.46,1920,140,1.133,1.133
4.258,21,58207,40.73,1998,160,1.13,1.13
4.025,18,14290,20.73,1995,160,1.2,1.13
4.773,16.83,15451,20.86,1972,100,1.05,1.13
5.497,13.25,5737,15.2,1990,120,1.13,1.13
5.497,13.25,5737,15.2,1990,120,1.13,1.13
3.949,18,14212,21.42,1995,160,1.2,1.13
44.612,2.25,203,9.82,1999,150,1,1.13
13.305,8.2,3046,9.39,1934,120,0.717,1.129
13.06,8.3,3884,11.84,1934,120,0.742,1.129
4.119,14.04,6155,23.04,1957,100,0.94,1.126
4.074,14.04,5386,20.61,1957,100,0.94,1.126
4.238,19,19043.1,20.07,2002,160,1.57,1.125
4.32,19,17823.2,18.08,2002,160,1.57,1.125
4.742,13.85,5700,17,1976,100,1.09,1.125
4.752,13.85,5775,17.15,1976,100,1.09,1.125
5.884,13.6,8713,18.15,1987,100,1.071,1.124
5.884,13.6,8713,18.15,1986,100,1.071,1.124
5.884,13.6,8713,18.15,1987,100,1.071,1.124
5.884,13.6,8713,18.15,1986,100,1.071,1.124
24.109,3.5,257,7.27,1927,140,1.123,1.123
24.109,3.5,257,7.27,1927,140,1.123,1.123
10.65,8.5,2039.8,8.5,1913,120,1.123,1.123
3.247,19.69,13485,21,1989,140,1.121,1.121
11.486,6.13,1024.5,13.57,2004,230,1.13,1.12
11.348,6.13,1035.4,14.05,2004,230,1.13,1.12
49.42,4.35,3881,10.95,1958,160,0.91,1.12
49.42,4.35,3881,10.95,1958,160,0.91,1.12
16.491,5.2,772,9.58,1932,200,1.12,1.12
22.915,4.4,611,7.66,1927,130,1.12,1.12
22.915,4.4,611,7.66,1927,130,1.12,1.12
3.93,15,7464,23.548,1995,120,1.12,1.12
13.185,8.68,6287,15.72,1966,80,1.128,1.12
16.246,7.5,5141,15.19,1966,80,1.128,1.12
76.267,2.7,1442,11.51,1929,90,1.12,1.12
76.267,2.7,1442,11.51,1929,90,1.12,1.12
16.246,7.5,5141,15.19,1966,80,1.128,1.12
15.714,5.2,641,8.76,1932,160,1.12,1.12
15.543,5.2,635,8.87,1932,160,1.12,1.12
13.431,8.6,6287,15.72,1966,80,1.128,1.12
14.396,9.1,6370,11.06,1972,140,1.128,1.12
11.018,9.1,4167,12.35,1975,160,1.128,1.12
10.984,9.1,4225,12.6,1981,60,1.128,1.12
10.984,9.1,4225,12.6,1981,60,1.128,1.12
14.157,9.1,9458,16.98,1977,120,1.128,1.12
8.602,7,620,8.61,1972,160,1.12,1.12
13.431,8.6,6287,15.72,1966,90,1.128,1.12
23.512,6.5,6287,15.72,1966,90,1.128,1.12
16.246,7.5,5141,15.19,1966,90,1.128,1.12
10.843,9.1,4107,12.57,1990,160,1.128,1.12
8.602,7,620,8.61,1972,160,1.12,1.12
16.246,7.5,5141,15.19,1966,90,1.128,1.12
14.157,9.1,9458,16.98,1977,120,1.128,1.12
14.704,7.3,2165,8.7,1960,160,1.122,1.12
14.704,7.3,2165,8.7,1960,160,1.122,1.12
8.78,9,3704,18.07,1970,200,1.128,1.119
8.454,9,3704,19.49,1970,200,1.128,1.119
13.173,8,2580,8.956,1918,160,1.238,1.112
13.173,8,2580,8.956,1918,160,1.238,1.112
7.589,9.37,3217,17.88,1931,80,1.114,1.111
7.282,9.37,3707,22.38,1931,80,1.114,1.111
4.21,14.6,6202,19,2001,120,0.848,1.111
4.21,14.6,6202,19,2001,120,0.848,1.111
4.993,14.67,8003,17.1,1997,160,1.041,1.111
4.993,14.67,8003,17.1,1997,160,1.041,1.111
11.236,5.07,358,10.59,1995,140,1.343,1.11
11.236,5.07,358,10.59,1995,140,1.343,1.11
17.969,6.25,1252,6.27,1904,160,1.125,1.11
17.969,6.25,1252,6.27,1904,160,1.125,1.11
3.671,19.7,14463,17.58,1991,160,1.2,1.11
3.642,19.7,16106,19.89,1991,160,1.2,1.11
17.969,6.25,1252,6.27,1904,160,1.125,1.11
17.969,6.25,1252,6.27,1904,160,1.125,1.11
3.556,19.05,11744,17.4,1997,100,1.3,1.11
17.969,6.25,1252,6.27,1904,140,1.125,1.11
17.969,6.25,1252,6.27,1904,140,1.125,1.11
17.969,6.25,1252,6.27,1904,140,1.125,1.11
3.556,19.05,11744,17.4,1997,100,1.3,1.11
17.969,6.25,1252,6.27,1904,140,1.125,1.11
3.223,19.31,10120,17.29,2008,160,1.11,1.11
7.612,10,2724,11.6,1934,120,1.11,1.11
11.212,8.7,2954,10.12,1930,200,1.53,1.109
11.258,8.7,3340,11.35,1930,200,1.53,1.109
5.25,13.9,7538,18.08,1977,160,1.056,1.109
11.258,8.7,3340,11.35,1930,160,1.53,1.109
11.419,8.7,3321,10.97,1930,160,1.53,1.109
13.525,8.7,4944,11.64,1905,110,1.095,1.109
13.525,8.7,4944,11.64,1905,110,1.095,1.109
12.466,8.7,4575,12.68,1905,110,1.095,1.109
12.565,8.7,4575,12.48,1905,110,1.095,1.109
12.565,8.7,4575,12.48,1905,110,1.095,1.109
13.525,8.7,4944,11.64,1905,110,1.095,1.109
12.531,8.4,109948,347,1991,160,1.116,1.107
7.589,9.37,3217,17.88,1931,80,1.105,1.103
7.282,9.37,3707,22.38,1931,80,1.105,1.103
12.825,7.8,2119.5,8.59,1908,110,1.105,1.103
13.542,5.8,614,7.3,1901,80,1.1,1.1
13.542,5.8,614,7.3,1901,80,1.1,1.1
4.36,16.9,9803,15.6,1975,100,1.24,1.1
3.898,16.9,8087,16.1,1975,100,1.24,1.1
3.169,25.085,34096,21.16,2011,120,2,1.1
3.169,25.085,34096,21.16,2011,120,2,1.1
3.178,24.974,34448,21.63,2011,120,2,1.1
3.178,24.974,34448,21.63,2011,120,2,1.1
30.942,4.3,1269.5,9.57,1983,200,0.99,1.1
20.742,4.3,1253.3,21.025,1983,200,0.99,1.1
4.957,16,11008,16.87,1974,160,1.31,1.1
4.957,16,11008,16.87,1974,160,1.31,1.1
5.751,11.5,3273,13.96,1972,160,1.39,1.1
5.751,11.5,3273,13.96,1972,160,1.39,1.1
4.935,16,10775,16.66,1973,160,1.32,1.1
4.935,16,10775,16.66,1973,160,1.32,1.1
5.299,15,8491,14.74,1973,160,1.31,1.1
5.977,15,9946,13.57,1973,160,1.31,1.1
3.955,14.45,3977,14.39,1983,130,1.32,1.1
5.112,12.7,3913,14.2,1977,120,1.057,1.1
4.208,16.2,7468,15.11,1991,200,1.04,1.1
36.981,4.5,2807,12.35,1964,140,0.86,1.1
36.981,4.5,2807,12.35,1964,140,0.86,1.1
5.584,17.75,25781,20.55,1984,140,1.08,1.1
5.282,18.25,25781,20.55,1984,140,1.08,1.1
19.109,5,1430,15.46,1934,150,1.1,1.1
8.61,6.6,622,10.91,1992,140,1.14,1.1
19.341,4.97,1430,15.46,1934,150,1.1,1.1
8.61,6.6,622,10.91,1992,140,1.14,1.1
18.881,5.8,1532,9.37,1928,90,1.1,1.1
9.468,11.85,14829,20.7,2006,100,2.45,1.1
4.902,12.686,3503,13.89,1982,140,1.24,1.1
10.203,6.71,863,10.09,1980,140,1.1,1.1
5.201,12.7,3913,13.72,1977,120,1.057,1.1
13.569,7.56,6635,27.22,1914,160,1.098,1.1
10.173,6.72,863,10.09,1980,140,1.1,1.1
11.008,6.46,863,10.09,1980,140,1.1,1.1
15.647,8.65,7894,14.21,1939,100,1.087,1.1
10.173,6.72,863,10.09,1980,140,1.1,1.1
4.902,12.686,3503,13.89,1982,140,1.24,1.1
11.008,6.46,863,10.09,1980,140,1.1,1.1
10.203,6.71,863,10.09,1980,140,1.1,1.1
5.479,12.8,4131,12.65,1984,120,1.056,1.1
5.479,12.8,4131,12.65,1984,120,1.056,1.1
5.479,12.8,4131,12.65,1984,120,1.056,1.1
5.479,12.8,4131,12.65,1984,120,1.056,1.1
3.896,13.95,4188,17.98,2013,160,1.1,1.1
12.612,6.5,947,8.23,1934,140,0.95,1.1
4.098,13.95,4351,16.88,2013,160,1.1,1.1
3.312,19.4,10404,16.52,1989,140,1,1.1
3.32,19.4,10404,16.44,1989,140,1,1.1
3.874,13.95,3703,16.08,2013,160,1.1,1.1
5.65,11.7,3964,16.35,1989,130,1.1,1.1
7.364,12.8,8579,14.54,1982,140,1.057,1.1
4.527,16.2,11058,19.33,1983,140,1.22,1.1
6.816,11.45,4722,14.59,1984,160,1.76,1.1
4.137,13.95,4281,16.3,2013,160,1.1,1.1
4.708,17.5,20011,23.75,1979,160,1.02,1.1
4.752,17.5,17264,20.11,1979,160,1.02,1.1
6.816,11.45,4722,14.59,1984,160,1.76,1.1
7.364,12.8,8579,14.54,1982,140,1.057,1.1
6.23,12.54,6808,17.5,1979,140,1.058,1.099
4.883,14.96,8553,17.67,1974,130,1.038,1.099
4.909,14.96,8184,16.73,1974,130,1.038,1.099
6.223,12.54,5970,15.38,1979,140,1.058,1.099
11.807,8.6,3483,11.27,1915,160,1.087,1.098
11.807,8.6,3483,11.27,1915,160,1.087,1.098
13.194,8.1,4166.9,13.72,1980,160,1.104,1.098
12.731,8.1,3430,12.13,1985,120,1.104,1.098
13.194,8.1,4166.9,13.72,1980,160,1.104,1.098
6.017,8.85,603,6.7,1968,110,1.098,1.098
13.439,8.1,5202,16.51,1972,120,1.104,1.098
5.824,8.85,603,7.15,1968,110,1.098,1.098
13.439,8.1,5202,16.51,1972,120,1.104,1.098
12.731,8.1,3430,12.13,1990,120,1.104,1.098
11.807,8.6,3483,11.27,1915,120,1.087,1.098
12.696,8.1,2756,9.8,1980,160,1.104,1.098
4.525,15.8,9687,18.73,1985,140,1.379,1.097
4.588,15.8,9687,18.22,1985,140,1.034,1.097
35.1,2.6,230,10.08,1932,140,1.095,1.095
35.1,2.6,230,10.08,1932,140,1.095,1.095
4.899,9.8,1162,12.95,1985,100,1.34,1.094
4.899,9.8,1162,12.95,1985,100,1.34,1.094
12.196,10.25,9103,13.68,1933,200,1.33,1.093
11.921,10.25,10019,15.76,1933,200,1.33,1.093
5.238,14.9,9789,17.86,1993,200,1.093,1.093
5.238,14.9,9789,17.86,1993,200,1.093,1.093
11.671,10.25,9366,15.37,1933,160,1.33,1.093
11.703,10.25,9196,15.01,1933,160,1.33,1.093
3.698,19.7,15692,18.8,2004,160,1.108,1.091
3.698,19.7,15692,18.8,2004,160,1.108,1.091
6.163,11.6,3291.98,11.81,1983,160,2.02,1.09
8.071,10.6,10788.9,32.37,1913,150,1.08,1.09
13.59,10.2,35319,43.59,1966,160,1.08,1.09
5.31,11.6,2286,11.05,1983,120,2.02,1.09
5.209,11.6,2373,11.92,1983,120,2.02,1.09
3.191,12.6,1608,15.46,1989,160,1.04,1.09
3.938,18.565,13629,18.25,2006,130,1.09,1.09
6.808,10.8,5295,20.72,1982,140,1.09,1.09
3.191,12.6,1608,15.46,1989,160,1.04,1.09
3.938,18.565,13629,18.25,2006,130,1.09,1.09
8.065,8.12,1232,10.75,1987,130,1.09,1.09
12.352,8,3460,13.66,1968,120,1.095,1.089
12.352,8,3460,13.66,1968,120,1.095,1.089
5.931,12.2,5199,16.46,1991,200,1.052,1.088
5.964,12.2,5053,15.82,1991,200,1.052,1.088
25.07,4,536,8.22,1938,130,1.088,1.088
25.07,4,536,8.22,1938,130,1.088,1.088
18.023,7.8,6174,12.67,1965,160,1.09,1.088
18.023,7.8,6174,12.67,1965,160,1.09,1.088
23.045,7.7,10910.7,14.42,1964,110,1.087,1.087
5.343,12,3303,13.77,1979,120,1.053,1.086
5.343,12,3303,13.77,1979,120,1.053,1.086
5.493,13.95,7187,15.52,1976,110,1.083,1.083
4.814,15.92,12590,20.87,2001,250,1.083,1.083
3.573,21.55,26183,23.47,1987,100,1.7,1.083
3.573,21.55,26183,23.47,1987,100,1.7,1.083
24.002,3.7,354,8.09,1926,90,0.942,1.083
8.732,10.7,5245,12.95,1915,120,1.067,1.082
8.723,10.7,5987,14.81,1915,120,1.067,1.082
4.687,12.35,2829,13.66,1991,120,1.081,1.081
4.687,12.35,2829,13.66,1991,120,1.081,1.081
10.947,6.38,1100,13.67,1999,110,0.859,1.081
73.443,2.2,487,9.51,1935,110,1.066,1.081
12.04,5.6,650,11.25,1991,200,2.213,1.08
12.913,5.6,650,9.78,1991,200,2.213,1.08
8.22,12.56,16698,24.5,1934,110,1.4,1.08
7.787,12.56,16138,26.39,1934,110,1.4,1.08
8.315,12.56,14038,20.13,1934,110,1.4,1.08
7.966,12.56,14228,22.23,1934,110,1.4,1.08
25.649,4.75,1508,11.11,1954,160,1.08,1.08
25.649,4.75,1508,11.11,1954,160,1.08,1.08
30.852,2.9,200,7.33,1900,140,0.72,1.08
18.946,5,661,7.27,1906,160,1.08,1.08
18.946,5,661,7.27,1906,160,1.08,1.08
18.946,5,661,7.27,1906,160,1.08,1.08
6.355,14.75,25077,32.37,1982,160,1.02,1.08
5.574,14.34,20039,37.64,1982,130,1.2,1.08
4.708,12.6,3064,13.53,1997,130,1.36,1.08
4.708,12.6,3064,13.53,1997,130,1.36,1.08
7.341,12.56,9071,16.69,1934,120,1.4,1.08
6.372,14.73,25077,32.37,1982,160,1.02,1.08
7.063,12.56,10778,21.42,1934,120,1.4,1.08
7.304,11.4,5963,16.33,1979,140,1.05,1.08
7.304,11.4,5963,16.33,1979,140,1.05,1.08
4.26,16,7925,16.44,1999,160,1.05,1.08
4.26,16,7925,16.44,1999,160,1.05,1.08
4.667,13.6,4452,14.74,1987,130,1.08,1.08
3.336,17.4,7203,17.42,2011,160,1.08,1.08
3.461,17.4,7541,16.95,2011,160,1.08,1.08
4.667,13.6,4452,14.74,1987,130,1.08,1.08
7.863,9.1,2318,13.49,1936,150,1.056,1.079
4.764,13,3715,14.14,1970,120,1.032,1.078
4.764,13,3715,14.14,1970,120,1.032,1.078
25.059,5.4,2045,9.45,1961,120,1.076,1.076
25.059,5.4,2045,9.45,1961,120,1.076,1.076
6.045,12.7,4651,12.07,1917,250,1.075,1.075
14.12,9,7740,14.6,1915,160,1.054,1.074
8.124,13.1,14753,18.73,1952,160,1.634,1.071
4.798,15.2,7535,15.13,1986,130,1.071,1.071
4.751,15.2,8438,17.28,1986,130,1.071,1.071
3.662,14.442,5192,21.96,1992,100,1.28,1.07
4.634,14.442,8248,21.79,1992,100,1.2,1.07
33.799,4.517,1932,10.024,1965,160,0.81,1.07
33.799,4.517,1932,10.024,1965,160,0.81,1.07
20.237,4.46,463,7.05,1986,160,1.07,1.07
6.372,11.2,4338,16.754,1977,200,1.05,1.07
6.372,11.2,4338,16.754,1977,200,1.05,1.07
17.975,11.33,43029,19.94,1960,200,1.05,1.07
18.034,11.33,43029,19.81,1960,200,1.05,1.07
4.284,16,9006.3,18.48,2002,160,1.16,1.07
4.284,16,9006.3,18.48,2002,160,1.16,1.07
5.478,15.89,16260,20.97,1990,160,1.12,1.07
5.478,15.89,16260,20.97,1990,160,1.12,1.07
9.834,6.2,615,10.62,1978,160,1.07,1.07
9.834,6.2,615,10.62,1978,160,1.07,1.07
7.302,13.6,11066,14.97,1947,140,1.01,1.07
3.906,13.64,3452,16.13,1994,140,1.07,1.07
3.969,13.64,3452,15.62,1994,140,1.07,1.07
2.866,23.8,25063.6,23.46,1992,200,1.07,1.07
2.866,23.8,25063.6,23.46,1992,200,1.07,1.07
3.942,17.22,9797,17.69,1994,160,1.07,1.07
3.942,17.22,9797,17.69,1994,160,1.07,1.07
14.045,8.1,5537,16.09,1966,120,1.12,1.07
14.042,8.1,5572,16.197,1966,120,1.12,1.07
6.436,16.58,50459,39.77,1977,140,1,1.07
6.356,16.58,22446,18.14,1977,140,1,1.07
6.436,16.58,50459,39.77,1977,140,1,1.07
6.356,16.58,22446,18.14,1977,140,1,1.07
23.555,3.5,246,7.29,1959,130,1.07,1.07
14.122,8.83,8043,16.37,1983,110,1.07,1.07
21.432,7.65,5426,8.51,1967,90,1.07,1.07
4.937,13.25,5104,16.76,2001,130,1.07,1.07
14.122,8.83,8043,16.37,1983,110,1.07,1.07
21.432,7.65,5426,8.51,1967,90,1.07,1.07
12.848,7,1807,11.25,1935,130,1.07,1.07
11.903,9,5150,13.67,1972,100,1.074,1.066
2.993,17,4707,15.518,1992,160,1.066,1.066
19.132,7,5838,16.39,1932,120,1.052,1.066
19.132,7,5838,16.39,1932,120,1.052,1.066
2.993,17,4707,15.518,1992,160,1.066,1.066
6.905,11.3,4723,14.99,1976,100,1.13,1.065
6.905,11.3,4723,14.99,1976,100,1.13,1.065
44.406,3.5,1980,16.51,1966,160,0.988,1.064
44.02,3.5,1743,14.79,1966,160,0.988,1.064
21.812,7.1,6159,12.57,1995,160,1.05,1.061
13.413,7.1,2203.2,11.89,1981,120,1.05,1.061
2.807,21.9,14218,19.35,2001,200,1.05,1.061
14.987,7.1,2688,11.62,1985,120,1.05,1.061
16.548,7.1,3136,11.12,1978,120,1.05,1.061
17.029,7.1,2858,9.57,1970,120,1.05,1.061
14.987,7.1,2688,11.62,1985,120,1.05,1.061
16.548,7.1,3136,11.12,1978,120,1.05,1.061
15.672,7.1,3440,13.6,1970,120,1.05,1.061
13.602,7.1,2664,13.98,1991,160,1.05,1.061
16.514,7.1,2758,9.82,1988,120,1.05,1.061
17.029,7.1,2858,9.57,1970,120,1.05,1.061
16.673,7.1,3327,11.62,1991,120,1.05,1.061
16.514,7.1,2758,9.82,1988,120,1.05,1.061
13.602,7.1,2664,13.98,1991,160,1.05,1.061
13.413,7.1,2203.2,11.89,1981,120,1.05,1.061
6.367,13.3,9201,17.9,1972,130,1.01,1.06
5.708,11.6,3291.98,13.77,1983,160,1.99,1.06
10.237,11,5447,8.76,1950,160,1.6,1.06
10.237,11,5447,8.76,1950,160,1.6,1.06
9.628,10.45,8177,18.25,1978,160,1.05,1.06
9.517,10.45,7854,17.94,1978,160,1.05,1.06
7.189,10.4,4209.9,17.18,1991,120,1,1.06
6.625,10.4,4209.9,20.23,1991,120,1,1.06
4.919,16.65,25637,34.02,1998,160,1.06,1.06
16.604,7,4762,17.75,1935,120,1.06,1.06
12.96,7.5,4215,19.57,1966,160,1.07,1.06
29.396,7,16717,19.88,1935,120,1.06,1.06
12.96,7.5,4215,19.57,1966,160,1.07,1.06
71.305,3.1,1766,9.28,1907,140,0.82,1.06
5.07,12.5,3924,15.43,1992,120,1.06,1.06
5.07,12.5,3924,15.43,1992,120,1.06,1.06
8.557,11,5414,12.46,1933,90,1.3,1.06
8.557,11,5414,12.46,1933,90,1.3,1.06
5.517,14.1,7840,16.08,1997,140,1.06,1.06
4.118,15,5720,16.44,2001,160,1.06,1.06
3.291,16.95,6920,19.1,2001,160,1.06,1.06
3.311,16.95,6630,18.08,2001,160,1.06,1.06
3.225,16.95,5720,16.44,2001,160,1.06,1.06
12.647,8.7,4475,12.05,1925,110,1.1,1.059
12.766,8.7,4475,11.826,1925,110,1.1,1.059
7.259,10.7,3275,11.7,1942,110,1.058,1.058
8.458,8.83,2275.4,12.91,1980,160,1.078,1.056
8.458,8.83,2275.4,12.91,1980,160,1.078,1.056
4.383,17.6,13752,18.41,1988,110,1.056,1.056
4.383,17.6,13752,18.41,1988,110,1.056,1.056
17.593,6.8,3181,11.86,1967,160,1.04,1.056
5.561,12.4,4361,14.72,1981,160,1.11,1.055
5.603,12.4,4361,14.5,1981,160,1.11,1.055
4.943,16,11876,18.3,1985,160,2.22,1.055
4.943,16,11876,18.3,1985,160,2.22,1.055
11.647,9.7,7676,15.77,1922,120,1.054,1.055
11.647,9.7,7676,15.77,1922,120,1.054,1.055
16.094,6.8,2505,11.16,1967,140,1.05,1.054
39.769,3.2,410,6.1,1931,110,1.054,1.054
39.769,3.2,410,6.1,1931,110,1.054,1.054
8.219,10.8,9743,26.16,1973,120,1.038,1.053
6.274,10.52,3095,15.84,1978,90,1.038,1.052
6.229,10.52,3095,16.07,1978,90,1.038,1.052
5.622,10.5,3172,20.37,1976,130,1.04,1.051
5.622,10.5,3172,20.37,1976,130,1.04,1.051
19.775,7,5529,14.53,1963,100,1.038,1.051
10.546,13,31592,24.54,1992,110,1.051,1.051
6.407,10.5,2111,10.44,1977,110,1.061,1.051
6.095,10.5,2593,14.17,1977,110,1.061,1.051
21.266,7,6170,14.02,1964,100,1.038,1.051
19.775,7,5529,14.53,1965,100,1.038,1.051
10.546,13,31592,24.54,1992,110,1.051,1.051
15.882,7,2808,11.44,1966,100,1.038,1.051
15.882,7,2808,11.44,1966,100,1.038,1.051
3.315,19,11380,19.61,1991,160,1.22,1.05
3.315,19,11380,19.61,1991,160,1.22,1.05
4.652,17.16,14983,19.7,1997,160,1.49,1.05
4.703,17.16,14284,18.38,1997,160,1.49,1.05
4.555,13.66,4331,14.79,1981,80,1.35,1.05
4.294,13.66,5126,19.7,1981,80,1.35,1.05
4.302,14,3896,13.52,1973,160,1.19,1.05
4.302,14,3896,13.52,1973,160,1.19,1.05
4.924,11.75,2493,13.31,1987,140,1.05,1.05
4.941,11.75,2490,13.2,1987,140,1.05,1.05
40.45,2.6,190,6.27,1927,140,1.05,1.05
40.018,2.6,183,6.17,1927,140,1.05,1.05
35.187,2.7,120,4.5,1965,160,0.794,1.05
11.125,7.7,2461.7,13.96,1993,230,1.05,1.05
8.624,10.42,6066,17.07,1992,200,1.744,1.05
8.772,10.42,6066,16.5,1992,200,1.744,1.05
6.16,12,4009,12.57,1982,160,1,1.05
5.861,12,4939,17.11,1982,160,1,1.05
3.571,17.31,12086,26.04,1993,160,1.07,1.05
15.888,7.1,2792,10.74,1975,120,1.05,1.05
15.888,7.1,2792,10.74,1975,120,1.05,1.05
3.571,17.31,12086,26.04,1993,160,1.07,1.05
14.372,8.65,7147,15.25,1908,100,1.038,1.05
35.187,2.7,120,4.5,1965,160,0.794,1.05
19.056,8.8,14174,16.06,1974,120,1.05,1.05
10.648,9.4,4413,12.3,1951,80,1.05,1.05
12.587,8.1,3742.7,13.54,1930,100,1.05,1.05
10.347,5.75,516,10.88,1992,150,1.1,1.05
20.255,8.8,16772,16.82,1957,120,1.05,1.05
45.237,2.56,327,9.18,1996,160,1.5,1.05
45.237,2.56,327,9.18,1996,160,1.5,1.05
12.454,9.15,4230,9.6,1908,160,1.03,1.05
12.454,9.15,4230,9.6,1908,160,1.03,1.05
4.948,15.35,10261,18.63,1975,160,0.99,1.049
4.944,15.35,10261,18.66,1975,160,0.99,1.049
11.905,7.72,2034,9.97,1931,160,1.246,1.049
12.948,7.72,2464,10.21,1931,160,1.246,1.049
10.322,7.72,1474,9.61,1931,140,1.246,1.049
10.069,7.72,1296,8.88,1931,140,1.246,1.049
9.786,6.7,474,6.06,1967,130,1.055,1.049
9.786,6.7,474,6.06,1967,130,1.055,1.049
66.588,3,1508,10.36,1927,70,0.975,1.047
66.602,3,1596,10.96,1927,70,0.975,1.047
13.364,9.8,14607,21.88,1978,160,1.045,1.046
13.364,9.8,14607,21.88,1978,160,1.045,1.046
20.719,7.6,9118,15.709,1931,160,1.051,1.045
20.719,7.6,9118,15.709,1931,160,1.051,1.045
26.054,6.8,7941,13.5,1965,120,1.027,1.045
11.045,6.8,889,8.41,1967,100,1.027,1.045
26.054,6.8,7941,13.5,1964,120,1.027,1.045
14.337,6.8,1441,8.09,1980,100,1.027,1.045
63.305,2.6,167,2.25,1988,140,1.021,1.043
63.305,2.6,167,2.25,1960,140,1.021,1.043
6.135,12.6,4909,12.77,1909,130,1.042,1.042
10.908,11.11,11785,16.04,1914,100,1.033,1.042
20.801,6.7,21712,61.44,1972,100,1.027,1.041
5.376,14,7561,16.8,1999,180,1.03,1.04
5.353,14.5,10720,20.88,1999,180,1.13,1.04
5.361,12.5,4828,16.98,1978,160,1,1.04
5.392,12.5,4775,16.6,1978,160,1,1.04
5.943,10.5,2300,13.22,1979,160,1.03,1.04
13.242,7.1,2261,12.52,1956,100,1.05,1.04
13.232,7.1,2209,12.25,1956,100,1.05,1.04
13.221,7.1,2117,11.76,1956,100,1.05,1.04
13.242,7.1,2261,12.52,1956,100,1.05,1.04
4.468,13.3,4018,15.87,1982,140,1.04,1.04
10.693,6,669,11.14,1995,130,1.22,1.04
10.693,6,669,11.14,1995,130,1.22,1.04
5.943,10.5,2300,13.22,1979,160,1.03,1.04
5.386,14,7561,16.74,1998,120,1.03,1.04
5.716,14,7396,14.54,1998,120,1.13,1.04
6.77,10.1,2598,13.44,1976,120,1.21,1.04
24.304,7.9,14267,15.3,1960,120,1.05,1.04
6.686,10.1,2598,13.78,1976,120,1.21,1.04
4.737,15,8517,18.5,2002,120,1.04,1.04
3.355,19.2,11315,18.25,1986,140,1.11,1.04
3.355,19.2,11315,18.25,1986,140,1.11,1.04
10.339,10.5,6235,11.84,1952,130,1.05,1.04
4.737,15,8517,18.5,2002,120,1.04,1.04
15.24,7.9,5327,14.53,1960,120,1.05,1.04
10.339,10.5,6235,11.84,1952,130,1.05,1.04
2.89,26.72,41301,23.94,1997,100,1.04,1.04
2.89,26.72,41301,23.94,1997,100,1.04,1.04
23.422,5.6,2368,10.83,1930,200,1.039,1.039
21.826,5.6,2026,10.67,1930,200,1.039,1.039
18.183,5.6,1294,9.82,1930,160,1.039,1.039
17.645,5.6,1169,9.42,1930,160,1.039,1.039
11.489,6.6,1140,11.23,1920,110,1.027,1.037
11.619,6.6,1140,10.98,1920,110,1.027,1.037
11.386,6.6,1281,12.85,1920,110,1.027,1.037
10.795,6.6,1140,12.72,1920,110,1.027,1.037
11.064,6.6,1140,12.11,1920,110,1.027,1.037
10.993,6.6,1000,10.76,1920,110,1.027,1.037
11.055,6.6,1140,12.13,1920,110,1.027,1.037
11.567,6.6,1140,11.08,1920,110,1.027,1.037
